day,event,content,mental_state,personality
214,training,"Agent_65c82 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
215,intent,Agent_7077c is preparing to fight the Entity.,hopeful,empathetic
215,intent,Agent_09019 is preparing to fight the Entity.,determined,aggressive
215,training,"Agent_a1e8a trained in the village: +2 health, +1 attack, +0 defense.",determined,aggressive
215,intent,Agent_86364 is preparing to fight the Entity.,hopeful,brave
215,training,"Agent_7d1ba trained in the village: +1 health, +1 attack, +1 defense.",determined,curious
215,training,"Agent_248d7 trained in the village: +2 health, +0 attack, +0 defense.",determined,cautious
215,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
215,intent,Agent_65c82 is preparing to fight the Entity.,determined,brave
216,training,"Agent_7077c trained in the village: +2 health, +0 attack, +1 defense.",hopeful,empathetic
216,training,"Agent_09019 trained in the village: +2 health, +1 attack, +1 defense.",determined,aggressive
216,rest,Agent_1164b took time to rest and feels more at peace.,hopeful,curious
216,training,"Agent_7d1ba trained in the village: +1 health, +1 attack, +1 defense.",determined,curious
216,intent,Agent_b32fa is preparing to fight the Entity.,determined,cautious
216,intent,Agent_248d7 is preparing to fight the Entity.,determined,cautious
216,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
216,rest,Agent_3d10e took time to rest and feels more at peace.,hopeful,cautious
216,intent,Agent_f5759 is preparing to fight the Entity.,hopeful,brave
216,training,"Agent_65c82 trained in the village: +1 health, +1 attack, +0 defense.",determined,brave
216,entity_attack,Entity killed Agent_dc6cb while defending herself.,N/A,N/A
216,travel_to_entity,"Agent_7077c traveled to the Entity: -11 HP, +8 days.",afraid,empathetic
216,travel_to_entity,"Agent_86364 traveled to the Entity: -10 HP, +7 days.",afraid,brave
216,travel_to_entity,"Agent_248d7 traveled to the Entity: -14 HP, +6 days.",anxious,cautious
216,travel_to_entity,"Agent_f5759 traveled to the Entity: -11 HP, +7 days.",anxious,brave
216,travel_to_entity,"Agent_65c82 traveled to the Entity: -12 HP, +9 days.",afraid,brave
216,entity_defense,Entity killed Agent_65c82 while defending herself.,N/A,N/A
217,death_monolith,Agent_248d7 (83) died due to the Monolith.,afraid,cautious
217,dialogue,"Agent_1164b talks with Agent_86364: ""Agent_1164b: ""I'm scared, Agent_86364. I heard the Entity is coming soon, and I don't know if I can survive.""""",afraid,curious
217,dialogue,"Agent_7d1ba talks with Agent_cd3a2: ""---""",anxious,curious
217,dialogue,"Agent_7077c talks with Agent_09019: ""---""",afraid,empathetic
217,dialogue,"Agent_09019 talks with Agent_86364: ""Agent_09019: We need to move fast. The Entity is getting closer.""",determined,aggressive
217,dialogue,"Agent_a1e8a talks with Agent_86364: ""---""",afraid,aggressive
217,dialogue,"Agent_3d10e talks with Agent_a1e8a: ""Agent_3d10e: I'm glad I met you, Agent_a1e8a. I hope we can find a way to survive this threat.
Agent_a1e8a: Me too, Agent_3d10e. I'm not sure how much hope we have, but I'm optimistic we can find something.
Agent_3d10e: Yeah, I think so too. But first, we need to be cautious. The Entity is a deadly force that can erase anyone who is too old.
Agent_a1e8a: I know, that's why I'm afraid. I don't want to die""",afraid,cautious
217,dialogue,"Agent_f5759 talks with Agent_a1e8a: ""Agent_f5759: ""Listen, I've been keeping my eyes on the town for any signs of the Entity. I haven't seen anything, but I can't shake off the feeling that we're running out of time.""""",afraid,brave
217,dialogue,"Agent_cd3a2 talks with Agent_f5759: ""---""",anxious,curious
217,dialogue,"Agent_b32fa talks with Agent_f5759: ""---""",afraid,cautious
217,dialogue,"Agent_86364 talks with Agent_b32fa: ""---""",determined,brave
217,training,"Agent_7d1ba trained in the village: +1 health, +1 attack, +1 defense.",determined,curious
217,intent,Agent_7077c is preparing to fight the Entity.,afraid,empathetic
217,training,"Agent_09019 trained in the village: +1 health, +0 attack, +0 defense.",determined,aggressive
217,training,"Agent_a1e8a trained in the village: +2 health, +0 attack, +0 defense.",determined,aggressive
217,training,"Agent_3d10e trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious
217,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
217,training,"Agent_b32fa trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious
217,training,"Agent_86364 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave
218,training,"Agent_7077c trained in the village: +2 health, +1 attack, +1 defense.",determined,empathetic
218,training,"Agent_09019 trained in the village: +2 health, +0 attack, +1 defense.",determined,aggressive
218,training,"Agent_a1e8a trained in the village: +2 health, +1 attack, +0 defense.",determined,aggressive
218,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
218,rest,Agent_1164b took time to rest and feels more at peace.,calm,curious
218,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
218,training,"Agent_b32fa trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious
218,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
218,rest,Agent_f5759 took time to rest and feels more at peace.,calm,brave
219,intent,Agent_7077c is preparing to fight the Entity.,determined,empathetic
219,intent,Agent_09019 is preparing to fight the Entity.,determined,aggressive
219,training,"Agent_a1e8a trained in the village: +1 health, +0 attack, +0 defense.",determined,aggressive
219,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
219,rest,Agent_1164b took time to rest and feels more at peace.,calm,curious
219,rest,Agent_7d1ba took time to rest and feels more at peace.,determined,curious
219,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
220,training,"Agent_7077c trained in the village: +2 health, +1 attack, +1 defense.",determined,empathetic
220,training,"Agent_09019 trained in the village: +1 health, +0 attack, +1 defense.",determined,aggressive
220,training,"Agent_a1e8a trained in the village: +2 health, +0 attack, +0 defense.",determined,aggressive
220,training,"Agent_86364 trained in the village: +2 health, +1 attack, +1 defense.",determined,brave
220,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
220,training,"Agent_cd3a2 trained in the village: +2 health, +1 attack, +0 defense.",determined,curious
220,intent,Agent_3d10e is preparing to fight the Entity.,determined,cautious
220,rest,Agent_f5759 took time to rest and feels more at peace.,calm,brave
221,rest,Agent_7077c took time to rest and feels more at peace.,determined,empathetic
221,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
221,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
221,rest,Agent_1164b took time to rest and feels more at peace.,calm,curious
221,training,"Agent_7d1ba trained in the village: +1 health, +0 attack, +1 defense.",determined,curious
221,training,"Agent_b32fa trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious
221,rest,Agent_cd3a2 took time to rest and feels more at peace.,determined,curious
222,intent,Agent_7077c is preparing to fight the Entity.,determined,empathetic
222,intent,Agent_09019 is preparing to fight the Entity.,determined,aggressive
222,training,"Agent_a1e8a trained in the village: +1 health, +0 attack, +0 defense.",determined,aggressive
222,training,"Agent_86364 trained in the village: +2 health, +0 attack, +0 defense.",determined,brave
222,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
222,training,"Agent_b32fa trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
222,rest,Agent_cd3a2 took time to rest and feels more at peace.,determined,curious
223,training,"Agent_7077c trained in the village: +1 health, +1 attack, +1 defense.",determined,empathetic
223,intent,Agent_09019 is preparing to fight the Entity.,determined,aggressive
223,training,"Agent_a1e8a trained in the village: +1 health, +1 attack, +1 defense.",determined,aggressive
223,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
223,intent,Agent_1164b is preparing to fight the Entity.,calm,curious
223,training,"Agent_7d1ba trained in the village: +2 health, +1 attack, +1 defense.",determined,curious
223,training,"Agent_b32fa trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious
223,rest,Agent_cd3a2 took time to rest and feels more at peace.,determined,curious
223,rest,Agent_f5759 took time to rest and feels more at peace.,calm,brave
224,intent,Agent_7077c is preparing to fight the Entity.,determined,empathetic
224,rest,Agent_a1e8a took time to rest and feels more at peace.,determined,aggressive
224,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
224,intent,Agent_1164b is preparing to fight the Entity.,calm,curious
224,training,"Agent_7d1ba trained in the village: +2 health, +1 attack, +0 defense.",determined,curious
224,intent,Agent_3d10e is preparing to fight the Entity.,determined,cautious
224,rest,Agent_f5759 took time to rest and feels more at peace.,calm,brave
225,intent,Agent_7077c is preparing to fight the Entity.,determined,empathetic
225,intent,Agent_09019 is preparing to fight the Entity.,determined,aggressive
225,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
225,rest,Agent_86364 took time to rest and feels more at peace.,determined,brave
225,intent,Agent_1164b is preparing to fight the Entity.,calm,curious
225,rest,Agent_b32fa took time to rest and feels more at peace.,determined,cautious
225,rest,Agent_cd3a2 took time to rest and feels more at peace.,determined,curious
225,rest,Agent_f5759 took time to rest and feels more at peace.,calm,brave
226,training,"Agent_7077c trained in the village: +2 health, +1 attack, +1 defense.",determined,empathetic
226,training,"Agent_a1e8a trained in the village: +1 health, +0 attack, +0 defense.",determined,aggressive
226,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
226,training,"Agent_1164b trained in the village: +2 health, +0 attack, +1 defense.",calm,curious
226,rest,Agent_7d1ba took time to rest and feels more at peace.,determined,curious
226,rest,Agent_b32fa took time to rest and feels more at peace.,determined,cautious
226,rest,Agent_cd3a2 took time to rest and feels more at peace.,determined,curious
226,rest,Agent_3d10e took time to rest and feels more at peace.,determined,cautious
226,rest,Agent_f5759 took time to rest and feels more at peace.,calm,brave
227,intent,Agent_7077c is preparing to fight the Entity.,determined,empathetic
227,rest,Agent_09019 took time to rest and feels more at peace.,determined,aggressive
227,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
227,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
227,rest,Agent_1164b took time to rest and feels more at peace.,calm,curious
227,rest,Agent_7d1ba took time to rest and feels more at peace.,determined,curious
227,rest,Agent_cd3a2 took time to rest and feels more at peace.,determined,curious
228,intent,Agent_7077c is preparing to fight the Entity.,determined,empathetic
228,rest,Agent_09019 took time to rest and feels more at peace.,determined,aggressive
228,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
228,rest,Agent_86364 took time to rest and feels more at peace.,determined,brave
228,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
228,entity_attack,Entity killed Agent_3d10e while defending herself.,N/A,N/A
229,dialogue,"Agent_b32fa talks with Agent_1164b: ""---""",anxious,cautious
229,dialogue,"Agent_1164b talks with Agent_09019: ""Agent_1164b: I don't know what to do anymore. Every year we're getting closer to our 100th birthday, and each time it feels like it's going to be our last. It's like we're living in a nightmare.""",determined,curious
229,dialogue,"Agent_a1e8a talks with Agent_1164b: ""A: It's hard to believe that the Entity is still out there, isn't it?
B: I know, it's like a ticking time bomb waiting to go off.
A: We've got to come up with a plan to stop her before she wipes us all out.
B: I agree, but we need to be careful. The Entity is a formidable opponent.
A: I'm just worried that we're not going to make it.
B: Me too, but we have to stay strong and keep fighting.
A: I think we should work together, combine our skills and knowledge.
B: That's a good idea""",hopeful,aggressive
229,dialogue,"Agent_86364 talks with Agent_f5759: ""---""",afraid,brave
229,dialogue,"Agent_7077c talks with Agent_1164b: ""Agent_7077c: I'm Agent 7077c, and I've been tracking the Entity for years. I don't think I can stop her, but at least I can slow her down.""",determined,empathetic
